Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_date,review,review_category
91967,UK,12967338,R2Q9BXH10SCHM8,B002880NV8,643134728,Kissology Vol.3 1992-2000 [DVD] [2010] [NTSC],Video DVD,3,1,1,N,Y,2012-12-06,"Good content, average quality My sister used to be a Kiss fan in the early 80s but I also liked them. When I saw that the whole story got released on DVDs I became curious to get to know the true story because I received just information fragments from the media through the years.<br /><br />The content itself is rich, it contains 4 full concerts and several brilliant moments of Ace Frehley. Unfortunately the sound engineers did not care too much about the sound. Though the disks contain DD 5.1 and DTS tracks they are not really good quality surround materials. Obviosuly there were no remixing or remastering done. While the sound quality of the Reunion Tour is acceptable the quality of the Phycho Circus tour is rather poor.<br /><br />It is worth to buy this product for the content but do not expect the Kiss will play in your living room!",0
1959,UK,3859706,R7EEVCL8ZWK5,0747592276,117252776,More Money Than God: Hedge Funds and the Making of the New Elite,Books,5,0,0,N,Y,2015-08-03,Five Stars Good stuff,1
19880,UK,22408255,R16GU9BA2DQ8UA,1408834820,160159764,The Hogwarts Library Boxed Set including Fantastic Beasts & Where to Find Them,Books,3,0,2,N,Y,2015-05-06,"Three Stars Great books, however, they're a bit small.",0
72768,UK,26799442,RRLEELT9KAFFO,B000I0QK74,844263222,James Taylor at Christmas,Music,3,1,1,N,Y,2014-05-07,"An old campaigner. Love his music but this disappointed me a little as I found it rather tame, yet still easy to listen to.",0
51493,UK,3383765,R3J6PEU17EHZFM,B00K55K3ZW,403152578,In Concert '72 (2012 Remix),Music,5,0,0,N,Y,2015-06-01,Five Stars If your'e a Blackmore fanatic like me you will buy this for the soundcheck extra track.,1
5807,UK,5823059,R2LOW4QDI5ZPFH,0552166758,125273469,Snuff: (Discworld Novel 39) (Discworld Novels),Books,5,0,0,N,Y,2014-05-10,"One of the best Possibly my favourite Discworld book, apart from something like &#34;The Light Fantastic&#34; There some good jokes in it, as you'd expect.",1
77781,UK,3583779,R1V3ZCH4ZTTLG1,B00A6UHCMI,25028573,300: Rise Of An Empire [Blu-ray + UV Copy] [2014] [Region Free],Video DVD,5,0,0,N,Y,2014-11-27,Five Stars Fantstic thanks again,1
47851,UK,16156397,R187FTZHWSK3TI,B00NWLIW0E,13526192,Goat Simulator,Mobile_Apps,1,19,25,N,Y,2014-10-15,gutted I've been looking forward to this game after hearing great things about the pc version. Unfortunately this version is broken. The frame rate is so bad and laggy that the game is unplayable. I want my money back.,0
48327,UK,16854064,R1OTDJI5IQKTVC,B00KG3LO3I,992297452,Final Kick: The best penalty shootout,Mobile_Apps,1,2,2,N,Y,2014-12-04,not the best It took ages to load then the lady come up with tips and then it froze an  did not respond and plays I ha  the game before but I had to delete it because it said to get the Amazon Appstore when I have already got it because it was  the Amazon Appstore I used to type my review,0
15559,UK,17369934,R21VLTQSXX820H,0747591059,400589274,Harry Potter and the Deathly Hallows (Book 7) [Children's Edition],Books,1,9,26,N,N,2008-04-29,"Now the hype has died down a bit... ...it's time to take another look at the book.<br /><br />The things that still upset me the most about the last book in the series is that firstly, compared to the first five books, it's so poor, and secondly, the character assassination. The Snape, Harry, Hermione, Lupin and Tonks would never behave in the shallow, nasty way they were portrayed to in DH. I never liked the idea of Snape-loved-Lily and hoped so much JKR would not take this cliche route, not least to have it as the SOLE reason Snape was a 'good guy'. Let's face it, he really believed in blood superiority for every other person but some girl he had a crush on. Regardless of cruel upbringing, that's just not a nice trait. He was always vindictive, spiteful and bitter rather than a complex anti-hero who made the right decision in spite of suffering.<br /><br />Lupin, a good, brave, caring character, suddenly chooses to abandon his wife and child. The whole relationship set-up was shoddy anyway, making the strong Tonks into a clingy, moping waif. Like many other Harry Potter relationships, it seemed based more on lust (or resignation in Lupin's view, perhaps) than genuine love.<br /><br />Hermione's potential is wasted on a boy who's mocked and misunderstood her the whole series, and in a job she previously thought unworthy of her. Talk about lowering one's ambitions. If JKR was insistant on pushing the relationships, they should have been made realistic and the partners made equal. Instead Ron becomes a whiny, spoilt child who encourages Harry to seduce his sister, and Ginny, after 'giving herself as a birthday present to Harry' (you couldn't make this up...oh. Wait.), vanishes from the story almost entirely. Given the Weasleys are apparently JKR's favourite characters, many of their reoccuring characters at the last read as so flat, impetuous, needlessly nasty and unpleasant that it's near-impossible to like them. Percy might get redeemed, but the 180 flip his character does in order to do so is almsot as annoying as if he'd turned out to be evil. Molly is a murdering harridan. The only vaguely likeable Weasleys either barely appear or pointlessly die.<br /><br />Gratuitous torture and deaths (don't tell me Hedwig's death 'represented Harry entering adult life' or some such nonsense, and as for Fred...name out of a hat, much?), Unforgiveables being fine when the good guys use them (Harry? Molly? Oh, it's OK for them!), unresolved plotlines (Scrimgeour? What was the point there? The Veil? Fawkes?), historical comparison and metaphor carried FAR too far, the strange and frankly unnecessary epilogue which obviously covered so little of what was intended that JKR has to keep issuing further information regarding the characters' futures (so much for leaving something to the imagination), chapters of pointless exposition and leaps of illogical madness: such is the end to the series.<br /><br />Admittedly the Harry Potter series was intended as a children's series, but many of the earlier books involved such interesting charcaters and plots that adults enjoyed them too. To be so let down in the final chapters is disappointing and irritating, when it could have been so much better. I have genuinely read better fanfic than this. Perhaps the saddest thing of all is that there the size of the book could have covered all the things that needed to be covered. It just didn't.<br /><br />Not that there weren't a couple of good points, in a way. Neville was good, and gained some development and heroism. 'Potterwatch' was cute. Narcissa Malfoy, interestingly, was about the only character I personally came out of the book with any respect or liking for. The wedding was sweet, and Fleur and Bill a likeable couple...but these were just too few and far between.<br /><br />Ah well, it was good while it lasted...until book 5, perhaps.turned out to be evil. Molly is a murdering harridan. The only vaguely likeable Weasleys either barely appear or pointlessly die.    Gratuitous torture and deaths (don't tell me Hedwig's death 'represented Harry entering adult life' or some such nonsense, and as for Fred...name out of a hat, much?), Unforgiveables being fine when the good guys use them (Harry? Molly? Oh, it's OK for them!), unresolved plotlines (Scrimgeour? What was the point there? The Veil? Fawkes?), historical comparison and metaphor carried FAR too far, the strange and frankly unnecessary epilogue which obviously covered so little of what was intended that JKR has to keep issuing further information regarding the characters' futures (so much for leaving something to the imagination), chapters of pointless exposition and leaps of illogical madness: such is the end to the series.     Admittedly the Harry Potter series was intended as a children's series, but many of the earlier books involved such interesting charcaters and plots that adults enjoyed them too. To be so let down in the final chapters is disappointing and irritating, when it could have been so much better. I have genuinely read better fanfic than this. Perhaps the saddest thing of all is that there the size of the book could have covered all the things that needed to be covered. It just didn't.     Not that there weren't a couple of good points, in a way. Neville was good, and gained some development and heroism. 'Potterwatch' was cute. Narcissa Malfoy, interestingly, was about the only character I personally came out of the book with any respect or liking for. The wedding was sweet, and Fleur and Bill a likeable couple...but these were just too few and far between.    Ah well, it was good while it lasted...until book 5, perhaps.",0
48800,UK,17506006,RSKUQWX8IONJP,B00594XOZU,191341525,Kik Messenger,Mobile_Apps,1,28,52,N,Y,2013-02-06,Lack of privacy There is a complete lack of privacy my daughter was abused by people she did not know and we couldn't find a way to stop friends of friends of friends of friends butting in to conversations useless and dangerous for young people,0
66556,UK,19113996,R1ZH7A9IADDUAI,B004ZNB12O,974367803,A Foot in the Door: The Best Of Pink Floyd [2011 - Remaster],Music,3,0,0,N,Y,2014-01-16,CD Slightly disappointing as remix seems to have gaps in the tracks.  The originals are always best.  Back to the tapes.,0
15955,UK,17868428,RA19QHCYVHV6C,1567184855,868234371,Journey of Souls: Case Studies of Life Between Lives,Books,2,1,1,N,N,2014-12-02,Two Stars A bit too advanced for me to understand in places,0
8668,UK,7320220,R20VMDG6MH44CG,0718157834,910900154,Me Before You,Books,5,0,0,N,Y,2013-05-01,"Me before You by JoJo Moyes WOW, This book was recommended to me and I wasn't disappointed, What a brilliant story I took the book on holiday and couldn't put it down.  The author has done a great job I was captivated, The book was very funny in parts and sad in others. It is a very long time since I have cried over a book but I did with this one.",1
15678,UK,17524605,R3LYDGMERRJSZO,1905654286,520653340,"Breaking Dawn: Twilight, Book 4 (Twilight Saga)",Books,2,4,6,N,N,2009-01-14,"A dissapointing end to a series with such promise When I began reading the first book of this series I was immediately intrigued by the story, particularly with the concepts of vampires and werewolves being rival, and naturally enough with the love story between Edward and Bella.     Before I begin critiquing this book, let me say that at 15 or 16 I would have loved this book. It has all the agonised brooding romance that a teenage girl identifies with and longs for. The character of Edward, a tortured, handsome vampire struggling with (literally) his inner demons, while being passionately devoted to the romantic heroine (a human girl) would have made me swoon.    Sadly, I find that the author spent a great deal of time telling us how gorgeous he was, and very little time expanding the dimensions of her characters. Bella Swan has to be one of the worst heroines romantic or otherwise that I have ever encountered. She seems to be almost entirely defined by her obsessive love of Edward, and fails to develop any other notable personality traits throughout the series. Her one and only 'flaw' is that she is slightly clumsy. She is endlessly agonising over why oh why this noble Adonis loves her, and frankly so does the reader.     This novel has all the feel of a teenage girl constructing her own idealised romance, where an astonishingly divine man falls madly in love with her a profoundly average girl, and shows her just how beautiful she really is.When Bella is sassy (the diving incident) she comes across as unhinged, when she is tortured you merely want to smack her.    For those of you who had no such qualms with Bella in the first novel, you will probably enjoy the rest of the series. If you didnt like Bella, or were hoping the characters were somewhat fleshed out, you will be sadly dissapointed.    Also though I do not wish to spoil the novel for those who have not read it, I must say I found the ending both bizarre and anti-climactic.  I like fantasy, I like Science fiction, so using my imagination is not difficultfor me, however it can only be stretched so far beyond the realms of logic.    In short, it is ideal for Teenage girls, or those who enjoy popcorn-variety vampire romances in general with little depth or character study. For those who are merely intrigued by the idea, I recommend waiting for the movie, at least you don't have to bear with pages of Bella's inner monologue about Edward's ivory chiselled abs and facial features.",0
14363,UK,12281549,R1AED5NIQHVQ9D,0330460552,676714541,Fall of Giants (The Century Trilogy),Books,3,0,0,N,N,2014-03-14,"THE MIDDLE GROUND The middle ground reviews for Fall of Giants appears to be a place inhabited by very few reviewers. Based upon the disparity in stars issued it would appear that this is a book you either love or hate. Personally, it looks like I fall into the category of \\""""it was okay\\"""" I found things in the book that were appealing and informative while certain plot line and continuity aspects of the story were not up to Mr. Follett's previously high standards.<br /><br />On the plus side, the historical aspects of the novel, i.e. WW1 and its outcome, the fight for women's rights, the rise of unions, the Russian Revolution, the formation of the League of Nations, and the interaction of historical figures, etc. were enlightening and made me want to delve further into this part of history by doing my own research. The book also illustrates the absolute absurdity of war, the general incompetence of many of those in charge and graphically makes plain the fact that nothing has really changed in almost 100 years. The entire outcome of any war ultimately ends up being decided by politicians who have never set foot on a battlefield and who, like jockeys in a horserace, try to out-maneuver their opponent, negotiate concessions, and form alliances that will ensure their position in the world picture. Additionally, the imagery Mr. Follett is able to conjure with his descriptive depiction of Welsh coal mines, English manor houses, and body strewn battlefields actually carries you away to that time and place.......a flair few authors possess.<br /><br />As for the negative aspects, my chief complaints are as follows: Most of the non-historical characters created by Mr. Follett are rudimentary and as flat as a cardboard cut-out. They are predictably, bad or good, heroic or pompous, innately intelligent or downright stupid. Another complaint is that there are so many characters occupying these pages that one almost needs a score card to keep track of the players. Finally, several of the romantic liaisons and their aftermath were elementary and foreseeable, and the dialog in the love scenes came across as overwrought and laughably trashy rather than wistful and endearing.<br /><br />This is definitely not War and Peace. Think of it more as Herman Wouk meets Margaret Mitchell. If overblown panoramic sagas are your cup of tea then put on the kettle and pick up your copy of The Fall of Giants.iaisons and their aftermath were elementary and foreseeable, and the dialog in the love scenes came across as overwrought and laughably trashy rather than wistful and endearing.<br /><br />This is definitely not War and Peace. Think of it more as Herman Wouk meets Margaret Mitchell. If overblown panoramic sagas are your cup of tea then put on the kettle and pick up your copy of The Fall of Giants.",0
89894,UK,7870140,R3H0S4919GYRV5,B000BU28XQ,246777323,Cape Fear (1991) [DVD],Video DVD,3,1,4,N,N,2013-02-23,"Not bad but not good This is scorsese in his low form , the story is a bit stupid and sticks with the film typical revenge film with suspence and robert de niro acts stupid in this he is not good if you  would watch i would say no . Waste of film",0
99105,UK,21204808,R3VVAKBGAPP6AB,B00BJ0REIQ,255137298,The Croods [DVD] [2013],Video DVD,1,3,17,N,Y,2013-12-26,Tedious It's one of those films that you buy based on all the cinema trailer which then turns out to contain all the amusing bits from the whole film and  as you've seem those already they're not that funny anymore. If you're thinking of buying this for anyone other than very small children I wouldn't bother.,0
25495,UK,1356984,R2WPHK55FJ6XOD,B00FRQ32N4,147753191,Real Steel World Robot Boxing,Mobile_Apps,5,0,0,N,Y,2014-10-20,A Real Gods Game I love playing this game it is so like the film 3&gt;&deg;&deg;&deg;&deg;&deg;&deg;&deg;&deg;&deg; &deg;&deg;&deg;&deg;&deg;&deg;&deg;&deg; &deg;&deg;&deg;&deg;****** ****** ********** ******* ####### ()()() ()()()()()() :;&quot;-!,1
13378,UK,7133810,R1VUV9BIUH3KZM,1784753254,474654167,Grey: Fifty Shades of Grey as told by Christian,Books,3,0,0,N,Y,2015-08-05,Three Stars very good,0
5183,UK,5556733,R3EOIMYTR85C8L,1405916400,434155226,Captivated by You (Crossfire),Books,5,0,0,N,Y,2014-12-19,Five Stars It was great,1
36806,UK,4661743,R15IINCBD3XOM9,B00QL0ST1K,811539537,FIFA 15 ULTIMATE TEAM,Mobile_Apps,5,0,0,N,Y,2015-02-16,best Best fit a yet I would get I have Reus Costa Lahm and Lewondaski<br />Get get get get get get get get get It😀🏊🏉,1
35550,UK,4654752,R1QHW3MG49LQQ7,B00BXZ3D6Y,306140616,Voice Recorder,Mobile_Apps,5,0,0,N,Y,2014-08-07,greater This app is great IT's just that I don't know how to  hear the records please tell me thank you,1
71996,UK,25960368,R27P3UJ7LW8ARP,B00U2DTNVW,855950301,Wilder Mind,Music,1,4,7,N,Y,2015-06-07,"Disappointing new sound I love the old Mumford and Son but this is soft rock at its worst, the energy from the old albums - banjo's, droms has gone the new sound is just a disappointment and not for me.",0
74802,UK,29028613,R211PYLC34KQC7,B000026E0T,477063122,Asia,Music,3,31,36,N,N,2007-03-20,"A Solid Debut Asia are a curious supergroup, with their roots firmly entrenched in Progressive Rock, boasting members who derive from progressive mainstays, such as Yes, King Crimson and Emerson Lake & Palmer. However, their approach is appreciably dissimilar. Asia's sound is probably best classified as Arena Rock, defined notably by an intrinsic accessibility, prompted by their mostly concise song structures, and the clean, produced vocals of John Wetton. <br /> <br />Elements of the individual band members' progressive leanings are traceable here, on their eponymous debut, with the keyboards, in particular, reminding me of Yes, during their most productive 1970s period. The guitar work is also invariably impeccable, considering Yes maestro, Steve Howe, is the man behind the six-string.   <br /> <br />Despite this, nearly all the songs on this album are hook-laden, sing-along affairs, lacking any legitimate lyrical or thematic depth, but remain great fun nonetheless. That's the appeal of Asia for me: they present music which requires little mental exertion to enjoy, and which can consequently act as an apposite antidote for progressive rock fans, who may occasionally require music that is less taxing and more immediate than their customary favourites.  <br /> <br />The main flaw of this album, I feel, is its debilitating lack of variety. Whilst 'Heat of the Moment', 'Sole Survivor' and 'Wildest Dreams' are paradigms of arena rock, the other tracks have little else to offer. Still, there is no perceptibly poor track; they just seem to merge into a big, redundant mishmash of samey, polished rock. This certainly doesn't render the album utterly inadequate, as it can still be relished in moderation, however, ideally, Asia would have been well advised to eliminate this stylistic dearth before releasing the album.   <br /> <br />Also, from a completely personal standpoint, I feel that the vocals are a little too refined. This can lead to a sense of needless overproduction and, resultantly, the vocals and the music can appear somewhat detached and incongruous at times. <br /> <br />Overall, though, this is a solid debut from Asia, and a decent album for those who simply crave an occasional, mindless rock-out, accompanied by music that is fun, yet remains technically impressive. <br />",0
94889,UK,18327680,R105P18JOJMNN9,B001EI9YJK,468752819,Indiana Jones - The Ultimate Collection [DVD],Video DVD,1,8,128,N,Y,2012-03-06,"Cheated I have just wasted my money on this crap! Nowhere on line in the amazon shop does it said it is anamorphic widescreen, I opened the box and put the 1st film in and it is a pissy little picture, of course it can't be returned now - I have been looking forward to these films and now have the disappointment of not being able to enjoy them. I intend making a formal complaint and yes I feel very cheated by this!!<br /><br />I will never buy from amazon again - and I have been a customer for many years but this is the limit.",0
6329,UK,6032751,R2YDPMMO3JX69O,0751542970,484684205,The Best Of Me,Books,5,0,0,N,Y,2014-09-24,Five Stars best book.. and it was delivered very fast.,1
36504,UK,4660459,R3EILQ7NLW8ZJU,B00AREIAI8,265040255,My Horse,Mobile_Apps,5,0,0,N,Y,2014-01-09,"epic! This game isn't very challenging but I love the animations! It shows you exactly how to look after a horse ,all the different breeds/markings and eventing",1
23857,UK,26714791,R27WFSW3F1WSB2,0718149912,781799047,"That Extra Half an Inch: Hair, Heels and Everything in Between",Books,3,10,14,N,N,2006-11-11,"depends on your age I have to agree that the writing is not very engaging and she does tend to list a load of products and designers etc, so it tends to read as though she's just noting down products that pop into her head...BUT I also think that this is a good book, for maybe teenagers or perhaps older, who don't happen to have many female friends to share tips with, or who don't know where to get the perfect pair of faded jeans on the highstreet. Also, not everyone has lots of money to try all these products, so someone that has, and who is obviously addicted to cosmetics, has pinpointed the ones she finds the best so has taken out the guess work for you. I think it's perhaps a bit patronizing in places and so the people that are likely to read this book, know their stuff anyway, but if you're a tad clueless like me, it's an OK read.",0
49724,UK,18334588,R299M61U3C20QP,B008P1EWIM,67489912,Weather Live - Detailed Forecasts and Live Weather Conditions,Mobile_Apps,3,9,10,N,Y,2013-06-19,fit 4 purpose. Colourful and full of information. Some difficult to find as not highlighted and lost in busy views. Would improve if presentation was more like a weather map and emphasis on how now and next 24 hours.,0
77779,UK,3583665,R3A7RDP7I2BQC8,B00009QNY5,818496281,The Money Pit [DVD],Video DVD,5,0,0,N,Y,2015-02-05,Five Stars Excellent condition.,1
59652,UK,5921986,R1KSPGLNOP6KAY,B00DUPU5BQ,69195619,The Temperance Movement,Music,5,0,0,N,Y,2013-10-22,"one of the most talented new bands of the decade the music is amazing, the lyrics poetic, and the guys are so down to earth.  They must be seen live to be fully appreciated.",1
48722,UK,17435004,R35INI0GW71DIB,B00B7Y0206,39162938,vTube for YouTube [FREE],Mobile_Apps,1,1,2,N,Y,2013-06-06,"free if u don't mind 2 ads permanently on the screen free if u don't mind 2 ads permanently on the screen, to get rid of these adds u have to upgrade to premium",0
24949,UK,27746645,R1Z5MGAXJ15UAO,1449410243,117321926,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal),Books,3,0,0,N,Y,2014-10-16,Three Stars Not as witty and funny as I had hoped.,0
9598,UK,7817560,R2TYG9CUA928XH,0062326902,70988803,The Miniaturist,Books,5,0,2,N,Y,2014-11-15,Five Stars gREAT STORY AND IN LARGE PRINT PROMPT DELIVERY,1
54546,UK,4365975,RQJXR0G0D5VKA,B00NCGXYJS,948224707,It's The Girls,Music,5,0,0,N,Y,2015-01-01,Five Stars very good cd great music great artist highly recomend,1
1934,UK,3849281,R32K3D5UJ5PZE2,0007183305,275786765,"SAS Survival Guide: How to Survive in the Wild, in Any Climate, On Land or at Sea (Collins Gem)",Books,5,0,1,N,Y,2015-03-31,Fab.... Does what it says on ... Fab....  Does what it says on the tin... Bargin..... Prompt delivery,1
25845,UK,2801325,R1XBZK7KEOUZI8,B00PTB7B34,959579423,Call of Duty®: Heroes,Mobile_Apps,4,0,0,N,Y,2014-12-12,Craig Good at the moment,1
40996,UK,5708107,R92H2PDGSSV3C,B00H2N05W6,974187124,Pettson's Inventions,Mobile_Apps,1,0,1,N,Y,2014-05-16,"No explanation how to play Downloaded for a bit of fun but cancelled as there is no explanation on how to play or how it works, you try a few things but get no response, therefore a waste of time and space.",0
32048,UK,4402945,R2XQTXCPKBZU1P,B0094BB4TW,569156287,Facebook,Mobile_Apps,5,0,1,N,Y,2014-09-15,Five Stars Love it,1
78172,UK,3659803,R3BQOM461CWWRG,B0011905MW,101877911,Indiana Jones and the Kingdom of the Crystal Skull (2-Disc Special Edition) [DVD],Video DVD,5,0,1,N,Y,2014-07-10,Five Stars Excellent,1
19685,UK,22215050,RLCL16HM5HQ64,1847370292,991967636,The Secret 10th Anniversary Edition,Books,1,15,21,N,N,2007-12-18,"The  Secret - the worst `book' that I ever read! The  Secret - the worst `book' that I ever read!     This is without doubt the worst 'book' that I ever read: pretentious, bombastic and gratuitous, it hardly makes any sense at all! The author would like us to believe that everything is as we wished and that past, present and future was/is really due to, and down to, ...us! Who we are, what we think and specifically what we want - are all elevated to universal proportions!!! Let's forget the guilt of others and whatever the historical, economic and national realities were or are and stick to what we, as individuals really want! I regret every minute that I wasted reading this `book', this sad mixture of nonsense and wishful thinking.  I gladly consigned it to the rubbish bin - the only book that I ever threw away...",0
92083,UK,13476833,RWM4S6YW3NGY9,B0000634AN,135404863,Legend [1985] [DVD],Video DVD,3,1,2,N,N,2006-02-14,"Hmmmm Ok, as things go, but while other people have claimed it as a &#x27;classic&#x27; I just don&#x27;t agree. I realise whether you like a film or not is down to personal taste, but I find thatt he acting is atrocious, and what is an otherwise good- if cliched- story is overridden by the wooden performamces. Just cos it&#x27;s fantasy doesn&#x27;t mean it&#x27;s good. Not in the same league as labyrinth.<BR>Oh, and his TEETH.",0
4077,UK,5090357,R3SOS70TCJ9F04,1444737112,13141216,A Street Cat Named Bob: How one man and his cat found hope on the streets,Books,5,0,0,N,N,2015-02-09,Good book. My daughter likes it so it must be good as she is a bookworm.,1
92185,UK,13867254,R1BHMWJXYMQUDX,B000053W4Z,397860632,Dr. Strangelove (Collector's Edition) [DVD] [1964] [2002],Video DVD,2,3,5,N,Y,2013-05-10,"How I Learned to Stop Worrying and Disregarded the Subtitles DO NOT BUY IF YOU ARE DEAF OR PARTIALLY DEAF AND NEED SUBTITLES!<br />When I originally wrote this review, I gave it four stars. I have since decided to mark it down.I bought this DVD because I am writing about how literary texts and films from the 1960s treated the Cold War. As such, I needed to be able to quote directly from the film, and so intended to use the subtitles as an aid. When I put these on to watch particular scenes, I realised that the subtitles were only giving a partial account of what characters were saying. Given that there are deaf or partially deaf people out there, I think it's disgraceful that the subtitles do not accurately follow the script, because it means they are only getting part of the dialogue! Given that much of the film's comedy is created by the dialogue, deaf or partially deaf people are missing out on the nuances that make this such a great film but are still having to the same amount as everyone else! This to me seems wrong and grossly unfair. Why on Earth bother with subtitles if you're not going to follow the script accurately?!<br /><br />In spite of these criticisms, if you do not have difficulties with hearing then you will like this edition.The DVD is of excellent quality and has some interesting features. One of these are the staged interviews with Peter Sellers and the actor who played General Turgidson (I forget his name). There are also documentaries on Kubrick's background and how the film was made, which will be of interest for students as well as general viewers who are fans of Kubrick's works. In terms of the content, (with the exception of the subtitles) the only thing that disappointed me was that with it being the Collectors Edition I was hoping that the much-talked about deleted scenes of the cast having a pie fight in the War Room and the one with Strangelove's wandering hand would be on there. Does anyone know if these scenes survived and if so, where can I get them from?<br /><br />It seems a shame to mark down Strangelove because it is one of my favourite films and is a much-required addition to any self-respecting DVD Collection. I just don't think it would be suitable for people with hearing difficulties and so thought I would warn potential buyers.own Strangelove because it is one of my favourite films and is a much-required addition to any self-respecting DVD Collection. I just don't think it would be suitable for people with hearing difficulties and so thought I would warn potential buyers.",0
55023,UK,4546780,R1IJDW0PH5K9DM,B001VEJ2G2,653685703,La Roux,Music,5,0,0,N,Y,2015-01-28,Five Stars Perfect!!!,1
74281,UK,28486821,RWDWRUVX2YVJA,B000009CIO,580554937,Sacred Spirit:Chants and Dances of the Native Americans,Music,3,0,0,N,Y,2013-06-15,"An okay sort of music Yes, the odd track is worth a listen, and even maybe a re-listen, but that's all, quite disappointed at the tracks.",0
78661,UK,3787839,R2XHWGX23BFHDJ,B000MGAVY2,818712447,The Departed (2006) [DVD],Video DVD,5,0,1,N,Y,2014-08-12,Fantastic film ! A Scrosee classic,1
74988,UK,29191397,RH1H6O3BX5YVQ,B005NF2UE6,363923797,Here And Now,Music,3,0,1,N,Y,2011-12-27,"Fast delivery-good price Delivered quickly and good price for album. Only real complaint was the fact that the cd wasnt sealed in pastic wrapping. As this was a xmas present it looked a bit like it was a second hand item, although amazon assured me that it was not. Apparently the policy of some suppliers is not to wrap in order to keep the price down. Oh well.",0
32710,UK,4548306,R2JD1BP2IFT58J,B00E6Z0THE,796265984,Alice Trapped in Wonderland,Mobile_Apps,5,2,2,N,Y,2014-05-01,much much better than expected As a great fan of mist and resident evil computer games I was pleased to find some good puzzles on<br />My kindle app store most were short but this game for the money was exceptional.actually very difficult<br />in parts and challenging to finish.....really impressed all round...felt a real sense of achievement to<br />Finish it,1
78967,UK,3847547,R1ILEEIYP4BBWL,B0059GVBHG,731971767,Last Exit to Brooklyn [DVD] [1989] [Region 1] [US Import] [NTSC],Video DVD,5,0,0,N,Y,2014-07-17,"Five Stars it is what it is,brooklyn",1
72366,UK,26373972,R2TJF459D9ADC5,B004VUP8WK,808999178,Illud Divinum Insanus,Music,1,4,7,N,N,2011-06-20,R.I.P morbid angel This is possibly the worst album ive heard in years.. After an 8 year wait for a new morbid angel album they give us some horrid new metal abomination..,0
39532,UK,4653418,R3A6LOIH3O2SR9,B00E3BK0QQ,89441353,Where Angels Cry,Mobile_Apps,3,1,1,N,Y,2014-04-08,"Very Good Very good game play, but a bit too short. Would liked to have had a couple more levels and more exciting ending.",0
6178,UK,5970586,R39JA86OSSFESG,0340980931,987343852,Delirium (Delirium Trilogy 1): 1/3,Books,4,0,0,N,Y,2015-06-04,"Great book I love dystopian novels like the Hunger Games ... Great book I love dystopian novels like the Hunger Games and Divergent. However I must say it isn't as well write as the other novels, felt a bit like a Jacqeuline Wilson novel - not that there is anything wrong with her writing, I loved them as a child. But exactly that as a child - I think it is a little bit babyish for the target audience which is presumably young-adults. Nevertheless, a interesting book. Good read.",1
91555,UK,11307624,R7W0JGBBI21DI,B00HR23GHI,110332839,American Hustle [Blu-ray] [2013],Video DVD,3,0,0,N,Y,2014-08-27,Three Stars Great costumes and hair but the story felt small and boring,0
15508,UK,17265420,RUK6NXLBRQ1SG,0007229682,348466920,Humble Pie,Books,1,1,2,N,N,2014-08-15,"Gordon Ramsey uninteresting I didn't really learn anything from it that was worthwhile I felt. I was interested what a guy who eats force fed animals (foie gras) And tiny just born piglets was like and from reading his book it's obvious he is a total@&£@ I would have not held if against home he might still cook great food so I might have gone to his<br />Restaurants but try serve that stuff as<br />Well.  Uncaring, thoughtless idiot. His book did nothing to change<br />My mind what a waste of<br />Time",0
54266,UK,4257930,R2Y9HNX7EU31WI,B005GU8ILW,569391254,+ [VINYL],Music,5,0,0,N,Y,2014-03-03,"thanks i love it it is an amazing album thank you, and it sounds  really really good and very pleased with it thank you",1
11064,UK,8554586,R14THC7UJ0ZTFA,0500512159,326622022,Sneakers: The Complete Collectors' Guide,Books,5,0,0,N,Y,2015-02-19,Five Stars Excellent book great pictures,1
67538,UK,20410142,R3LMZSPZ9A9A3B,B00005IBGQ,346535674,Poses,Music,3,3,7,N,N,2006-03-22,"If you want to try something new! What an unusual album - and all the more refreshing and interesting for it. It&#x27;s hard to compare it to anything else currently doing the rounds and put me more in mind of 1970s cabaret singers - reminiscent of Billy Joel&#x27;s Piano Man, with a touch of Jeff Buckley. That&#x27;s not meant to put you off - Rufus&#x27; voice is gorgeous and the opening song, Cigarettes and Chocolate Milk, is a piece of genius. <BR>The album deserves more than one listen - it&#x27;s not an immediate grabber but it&#x27;s definitely got potential as a grower.",0
91660,UK,11902712,R1T3NNC711G2Z3,B00AZKXZTS,148705799,Hansel & Gretel: Witch Hunters [DVD],Video DVD,3,0,0,N,Y,2013-07-11,"hit and miss Cant say I was blown away by this film, expected more considering the raves it received. An easy watch film for all the family.",0
44376,UK,8747477,R2QKYF7H9UY1EW,B00K7C17QW,225472,CSI: Hidden Crimes,Mobile_Apps,2,0,0,N,Y,2015-02-06,"Two Stars Couldn't see hidden objectts, so gave up",0
37570,UK,100019,R27GJSHJZSZJD2,B009ZZDNT6,498498058,Alarm Clock for Me free,Mobile_Apps,1,0,0,N,Y,2014-10-08,One Star Doesn't work.,0
